combination,K,silhouette_score
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,6,0.12513591349124908
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,7,0.12669481337070465
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,8,0.14616802334785461
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,9,0.15327231585979462
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,10,0.15393248200416565
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,11,0.17735569179058075
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,12,0.17597603797912598
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,13,0.18632155656814575
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,14,0.2003546804189682
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,15,0.1997203826904297
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,16,0.21436366438865662
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,17,0.22505730390548706
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,18,0.22703374922275543
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,19,0.224520742893219
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,20,0.2307249754667282
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,21,0.23613789677619934
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,22,0.2400754690170288
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,23,0.24673648178577423
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,24,0.25389498472213745
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,25,0.2489824742078781
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,26,0.24886958301067352
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,27,0.25583961606025696
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,28,0.2693288028240204
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,29,0.2583714723587036
Breast_invasive_carcinoma-Lung_adenocarcinoma-Asterand-University of Pittsburgh,30,0.26815783977508545
